"DateTime","Avian influenza[en]","Centers for Disease Control and Prevention[en]","Common cold[en]","Fever[en]","Influenza[en]","Main Page[en]","Pandemic[en]","West Nile virus[en]"
"2021-02-10 00:00:00",344,986,698,466,1311,2569285,1772,67
"2021-02-11 00:00:00",307,1044,664,457,1284,2633049,1752,73
"2021-02-12 00:00:00",255,767,581,418,1173,2472223,1572,64
"2021-02-13 00:00:00",229,641,434,349,917,2415092,1149,200
"2021-02-14 00:00:00",223,686,470,408,923,2306614,1238,231
"2021-02-15 00:00:00",267,982,627,490,1176,2789754,1739,155
"2021-02-16 00:00:00",302,939,594,512,1275,2705573,1739,128
"2021-02-17 00:00:00",318,902,629,489,1146,2714409,1752,116
"2021-02-18 00:00:00",255,945,582,471,1119,2814500,1713,107
"2021-02-19 00:00:00",285,874,592,419,1157,2485160,1480,97
"2021-02-20 00:00:00",1407,613,470,349,1179,2389117,1316,87
"2021-02-21 00:00:00",1616,667,453,368,1216,2367585,1371,77
"2021-02-22 00:00:00",1030,954,613,472,1493,2905115,2188,77
"2021-02-23 00:00:00",576,983,610,469,1486,2871144,1874,83
"2021-02-24 00:00:00",522,934,602,512,1569,2903793,1863,64
"2021-02-25 00:00:00",729,915,586,483,1559,2638252,2034,67
"2021-02-26 00:00:00",332,941,556,433,1234,2544746,1561,59
"2021-02-27 00:00:00",209,660,436,385,916,2400659,1225,40
"2021-02-28 00:00:00",230,689,531,422,1043,2403961,1296,55
"2021-03-01 00:00:00",329,1046,608,488,1502,2956744,1750,68
"2021-03-02 00:00:00",297,1153,708,484,1469,2880750,1803,68
"2021-03-03 00:00:00",377,1088,609,522,1436,2829079,1832,69
"2021-03-04 00:00:00",306,1105,700,544,1446,2723389,1862,71
"2021-03-05 00:00:00",289,919,605,409,1201,2590737,1425,72
"2021-03-06 00:00:00",227,695,390,325,946,2349084,1101,58
"2021-03-07 00:00:00",241,693,429,375,1003,2356377,1193,43
"2021-03-08 00:00:00",277,1264,627,470,1317,2849056,1751,69
"2021-03-09 00:00:00",307,1348,669,514,1346,2724060,1726,64
"2021-03-10 00:00:00",319,1082,554,447,1351,2740087,2053,101
"2021-03-11 00:00:00",257,988,594,474,1354,2529602,2048,78
"2021-03-12 00:00:00",277,978,587,433,1200,2492538,1803,44
"2021-03-13 00:00:00",222,666,407,391,906,2320258,1216,62
"2021-03-14 00:00:00",223,655,502,401,993,2323341,1280,64
"2021-03-15 00:00:00",259,1006,638,504,1286,2823184,1981,69
"2021-03-16 00:00:00",292,1106,618,536,1271,2706927,1759,54
"2021-03-17 00:00:00",273,982,614,538,1297,2646063,1636,72
"2021-03-18 00:00:00",292,957,621,484,1266,2559551,1587,69
"2021-03-19 00:00:00",224,988,771,414,1151,2422925,1418,44
"2021-03-20 00:00:00",187,656,459,372,837,2085219,1106,48
"2021-03-21 00:00:00",227,683,412,368,954,2101432,1221,53
"2021-03-22 00:00:00",290,969,664,485,1309,2572103,2057,104
"2021-03-23 00:00:00",280,860,923,531,1329,2572374,1760,83
"2021-03-24 00:00:00",288,954,708,512,1283,2593758,1676,59
"2021-03-25 00:00:00",251,922,720,562,1240,2651859,1669,63
"2021-03-26 00:00:00",269,1177,589,421,1138,2510161,1479,50
"2021-03-27 00:00:00",184,903,444,347,780,2197865,1186,42
"2021-03-28 00:00:00",199,751,417,368,871,2621284,1201,52
"2021-03-29 00:00:00",289,1480,616,488,1352,2529838,1565,63
"2021-03-30 00:00:00",281,1511,650,537,1269,2542569,1533,53
"2021-03-31 00:00:00",289,1059,579,521,1261,2533925,1558,48
"2021-04-01 00:00:00",254,928,548,449,1088,2395183,1363,60
"2021-04-02 00:00:00",212,897,485,414,955,2193687,1280,46
"2021-04-03 00:00:00",180,686,381,347,814,2237308,1139,29
"2021-04-04 00:00:00",170,633,409,351,868,2178552,1152,52
"2021-04-05 00:00:00",240,943,550,428,1089,2658911,1550,57
"2021-04-06 00:00:00",245,1051,641,505,1237,2689843,1686,53
"2021-04-07 00:00:00",265,1009,639,504,1319,2713411,1559,56
"2021-04-08 00:00:00",272,1037,644,478,1221,2563784,1619,52
"2021-04-09 00:00:00",234,913,543,456,1134,2476051,1468,61
"2021-04-10 00:00:00",199,653,466,375,839,2343627,1143,39
"2021-04-11 00:00:00",203,751,520,408,969,2300381,1273,36
"2021-04-12 00:00:00",292,942,641,543,1257,2793606,1764,46
"2021-04-13 00:00:00",303,1101,687,504,1219,2663717,1876,59
"2021-04-14 00:00:00",263,1058,610,459,1206,2661971,1867,75
"2021-04-15 00:00:00",247,979,687,447,1265,2627464,1668,56
"2021-04-16 00:00:00",262,879,643,391,1360,2440195,1703,55
"2021-04-17 00:00:00",197,625,410,341,989,2232487,1475,38
"2021-04-18 00:00:00",181,992,450,382,917,2309358,1459,35
"2021-04-19 00:00:00",253,915,651,487,1317,2831404,1755,49
"2021-04-20 00:00:00",255,938,597,465,1250,2714858,1742,54
"2021-04-21 00:00:00",273,924,597,496,1278,2684915,1613,51
"2021-04-22 00:00:00",253,881,623,470,1364,2610301,1780,67
"2021-04-23 00:00:00",205,888,596,426,1167,2426254,1737,49
"2021-04-24 00:00:00",179,647,447,319,847,2234613,1333,46
"2021-04-25 00:00:00",203,658,407,366,873,2312084,1358,58
"2021-04-26 00:00:00",292,970,625,435,1296,2827973,1946,53
"2021-04-27 00:00:00",270,1278,620,468,1384,2743526,1916,56
"2021-04-28 00:00:00",252,1378,627,447,1281,2701982,1913,55
"2021-04-29 00:00:00",229,1076,664,495,1320,2596975,1833,49
"2021-04-30 00:00:00",217,1006,610,456,1467,2353524,1597,48
"2021-05-01 00:00:00",152,593,392,309,1297,2216531,1273,31
"2021-05-02 00:00:00",147,607,510,338,807,2206061,1217,51
"2021-05-03 00:00:00",201,1047,661,437,1225,2729760,1548,57
"2021-05-04 00:00:00",241,922,672,450,1373,2545219,1859,54
"2021-05-05 00:00:00",204,1086,650,445,1301,2636206,1701,67
"2021-05-06 00:00:00",251,1070,624,481,1251,2513453,1677,80
"2021-05-07 00:00:00",234,999,501,409,1098,2407658,1610,49
"2021-05-08 00:00:00",173,685,439,341,819,2220755,1300,28
"2021-05-09 00:00:00",178,601,433,350,889,2176640,1314,55
"2021-05-10 00:00:00",234,953,641,454,1214,2652294,1700,48
"2021-05-11 00:00:00",241,1079,553,407,1228,2605480,1747,62
"2021-05-12 00:00:00",237,977,549,407,1164,2588557,1678,49
"2021-05-13 00:00:00",229,1498,598,338,1094,2328012,1510,55
"2021-05-14 00:00:00",214,2247,559,350,1004,2316259,1329,38
"2021-05-15 00:00:00",148,1024,381,295,767,2298328,1049,46
"2021-05-16 00:00:00",161,1206,433,315,781,2273140,1197,43
"2021-05-17 00:00:00",250,1556,629,421,1153,2855884,1551,58
"2021-05-18 00:00:00",287,1268,615,403,1189,2826896,1640,70
"2021-05-19 00:00:00",281,1103,572,467,1065,2699937,1447,48
"2021-05-20 00:00:00",314,989,630,426,1125,2536893,1406,60
"2021-05-21 00:00:00",278,835,593,370,1095,2388962,1386,38
"2021-05-22 00:00:00",211,605,433,342,755,2150558,1038,41
"2021-05-23 00:00:00",178,638,444,316,836,2149577,1059,35
"2021-05-24 00:00:00",318,959,569,418,1183,2697053,1481,53
"2021-05-25 00:00:00",246,969,574,433,1104,2674048,1444,57
"2021-05-26 00:00:00",232,894,522,368,1117,2661732,1426,49
"2021-05-27 00:00:00",269,826,568,370,1065,2438682,1576,45
"2021-05-28 00:00:00",260,685,553,382,1028,2246902,1221,55
"2021-05-29 00:00:00",218,558,406,290,714,2099457,974,45
"2021-05-30 00:00:00",176,600,482,277,732,2128348,990,35
"2021-05-31 00:00:00",247,635,532,335,959,2429235,1229,49
"2021-06-01 00:00:00",1880,726,544,443,1600,2526271,1542,67
"2021-06-02 00:00:00",1698,756,606,407,1524,2550582,1418,70
"2021-06-03 00:00:00",992,811,582,360,1167,2484318,1284,60
"2021-06-04 00:00:00",456,801,496,363,1025,2309875,1195,60
"2021-06-05 00:00:00",224,989,383,276,716,1896816,902,53
"2021-06-06 00:00:00",240,641,369,303,721,1951634,989,38
"2021-06-07 00:00:00",284,745,528,390,941,2600066,1202,56
"2021-06-08 00:00:00",368,676,520,366,895,2469794,1166,48
"2021-06-09 00:00:00",272,688,522,414,975,2474763,1168,63
"2021-06-10 00:00:00",225,658,533,385,851,2368547,1178,67
"2021-06-11 00:00:00",245,734,483,320,788,2230000,1204,62
"2021-06-12 00:00:00",145,486,405,289,645,2069529,943,40
"2021-06-13 00:00:00",130,483,383,290,639,2086391,912,23
"2021-06-14 00:00:00",200,697,530,361,857,2536290,1184,55
"2021-06-15 00:00:00",210,832,554,383,849,2474312,1260,42
"2021-06-16 00:00:00",162,757,567,391,1042,2397498,1156,52
"2021-06-17 00:00:00",227,689,494,312,799,2318958,1141,51
"2021-06-18 00:00:00",192,661,453,301,747,2153224,1058,44
"2021-06-19 00:00:00",105,569,303,256,577,2081014,828,49
"2021-06-20 00:00:00",128,541,318,252,617,2086279,927,45
"2021-06-21 00:00:00",169,740,456,378,826,2567364,1236,58
"2021-06-22 00:00:00",203,724,482,369,844,2511264,1226,51
"2021-06-23 00:00:00",187,760,508,365,790,2455314,1163,61
"2021-06-24 00:00:00",158,726,405,404,802,2291570,1172,45
"2021-06-25 00:00:00",170,703,422,285,722,2146569,1044,39
"2021-06-26 00:00:00",140,624,290,277,550,2045370,845,34
"2021-06-27 00:00:00",101,639,351,258,604,2051193,947,39
"2021-06-28 00:00:00",165,842,482,357,843,2505128,1313,50
"2021-06-29 00:00:00",162,790,502,347,847,2536289,1178,55
"2021-06-30 00:00:00",172,980,452,357,892,2479715,1142,44
"2021-07-01 00:00:00",169,1125,490,870,911,2350793,1185,57
"2021-07-02 00:00:00",143,1019,449,728,827,2129390,1125,53
"2021-07-03 00:00:00",150,750,354,606,524,2217577,863,31
"2021-07-04 00:00:00",121,812,348,594,624,2128762,891,35
"2021-07-05 00:00:00",166,949,493,740,864,2367539,1104,76
"2021-07-06 00:00:00",173,1163,558,834,1033,2445567,1227,83
"2021-07-07 00:00:00",160,1133,496,752,945,2579084,1217,55
"2021-07-08 00:00:00",170,1163,511,754,970,2260335,1209,49
"2021-07-09 00:00:00",181,1295,466,804,938,2129939,1076,94
"2021-07-10 00:00:00",157,793,333,702,647,2158926,812,76
"2021-07-11 00:00:00",158,901,350,630,599,2150392,772,57
"2021-07-12 00:00:00",162,1189,474,689,900,2550501,1129,67
"2021-07-13 00:00:00",206,1105,536,860,1015,2490721,1122,73
"2021-07-14 00:00:00",151,1210,500,805,938,2497486,1125,63
"2021-07-15 00:00:00",215,1418,527,750,956,2273319,1197,47
"2021-07-16 00:00:00",188,1620,494,687,908,2140758,1009,80
"2021-07-17 00:00:00",162,1364,371,566,718,2025468,810,55
"2021-07-18 00:00:00",166,1396,338,684,729,1970083,793,42
"2021-07-19 00:00:00",179,1922,442,763,1003,2425614,1548,51
"2021-07-20 00:00:00",169,1851,461,806,1039,2228020,1156,53
"2021-07-21 00:00:00",256,1826,549,817,1064,2033620,1134,74
"2021-07-22 00:00:00",232,1839,513,748,1013,2178051,1152,90
"2021-07-23 00:00:00",208,1822,518,719,887,2110448,1109,113
"2021-07-24 00:00:00",142,1292,384,623,722,2166067,906,49
"2021-07-25 00:00:00",148,1272,381,569,835,2043205,926,81
"2021-07-26 00:00:00",185,1746,553,856,1014,2491587,1139,63
"2021-07-27 00:00:00",152,2438,549,768,1109,2357701,1160,60
"2021-07-28 00:00:00",165,2131,506,724,1079,2364280,1042,58
"2021-07-29 00:00:00",227,1733,578,754,1025,2096929,1296,71
"2021-07-30 00:00:00",286,1997,652,772,1140,2116780,1140,65
"2021-07-31 00:00:00",210,1443,463,595,770,2056982,884,40
"2021-08-01 00:00:00",196,1305,489,611,785,2081462,874,54
"2021-08-02 00:00:00",235,1788,590,832,1080,2488489,1235,52
"2021-08-03 00:00:00",201,1795,596,754,999,2417880,1262,52
"2021-08-04 00:00:00",217,2264,570,713,1171,2377342,1322,64
"2021-08-05 00:00:00",193,1857,584,767,1068,2346234,1417,58
"2021-08-06 00:00:00",178,1321,548,673,1088,2140875,1100,42
"2021-08-07 00:00:00",147,1090,417,621,839,2135975,862,35
"2021-08-08 00:00:00",152,1028,471,606,905,2162470,953,56
"2021-08-09 00:00:00",201,1405,625,764,1220,2524277,1302,66
"2021-08-10 00:00:00",205,1565,663,815,1150,2368587,1171,90
"2021-08-11 00:00:00",184,1533,666,799,1153,2497620,1168,63
"2021-08-12 00:00:00",182,1514,597,778,1223,2448147,1118,79
"2021-08-13 00:00:00",146,1314,581,714,1063,2260505,1112,47
"2021-08-14 00:00:00",109,993,456,597,816,2308203,854,36
"2021-08-15 00:00:00",121,835,433,668,788,2272382,793,33
"2021-08-16 00:00:00",177,1175,546,886,1073,2659416,1017,53
"2021-08-17 00:00:00",153,1133,580,790,1035,2465147,1057,49
"2021-08-18 00:00:00",153,1242,598,865,1198,2315945,1078,81
"2021-08-19 00:00:00",244,1187,666,855,1244,2381115,1169,72
"2021-08-20 00:00:00",191,1116,612,850,1077,2366640,1186,98
"2021-08-21 00:00:00",164,830,480,690,805,2240417,811,69
"2021-08-22 00:00:00",123,751,428,620,816,2317448,863,48
"2021-08-23 00:00:00",187,1083,661,882,1203,2724293,1200,63
"2021-08-24 00:00:00",223,1214,652,856,1248,2621909,1301,74
"2021-08-25 00:00:00",208,1629,611,821,1235,2584246,1235,82
"2021-08-26 00:00:00",201,1233,616,821,1152,2549477,1209,74
"2021-08-27 00:00:00",171,1244,590,787,996,2392826,1033,62
"2021-08-28 00:00:00",107,1018,462,655,752,2305968,873,59
"2021-08-29 00:00:00",131,858,547,636,847,2362908,857,49
"2021-08-30 00:00:00",187,1111,708,771,1153,2678989,1231,130
"2021-08-31 00:00:00",171,1126,685,934,1088,2778595,1216,71
"2021-09-01 00:00:00",165,1219,727,854,1185,2646135,1208,70
"2021-09-02 00:00:00",207,1264,672,844,1184,2371189,1456,70
"2021-09-03 00:00:00",194,1061,653,731,1175,2249586,1277,87
"2021-09-04 00:00:00",149,810,425,648,749,2188066,802,52
"2021-09-05 00:00:00",122,820,521,841,770,2180907,918,64
"2021-09-06 00:00:00",210,885,655,1001,980,2568646,1103,57
"2021-09-07 00:00:00",189,1077,647,1039,1298,2608471,1281,61
"2021-09-08 00:00:00",235,1173,724,981,1531,2808130,1225,79
"2021-09-09 00:00:00",253,1223,781,833,1263,2488687,1233,74
"2021-09-10 00:00:00",204,1121,683,779,1185,2399370,1205,61
"2021-09-11 00:00:00",119,840,464,594,769,2229553,810,41
"2021-09-12 00:00:00",168,810,483,603,931,2217391,859,48
"2021-09-13 00:00:00",200,1110,727,814,1230,2785898,1152,74
"2021-09-14 00:00:00",160,1228,712,896,1268,2859453,1260,81
"2021-09-15 00:00:00",223,1167,675,820,1206,3071217,1168,57
"2021-09-16 00:00:00",154,1118,704,766,1176,2697849,1184,89
"2021-09-17 00:00:00",198,1028,672,726,1135,2408469,1035,65
"2021-09-18 00:00:00",128,778,488,611,776,2289990,756,52
"2021-09-19 00:00:00",140,857,488,625,937,2427198,781,46
"2021-09-20 00:00:00",150,1148,760,790,1217,3019149,1179,83
"2021-09-21 00:00:00",193,1251,680,852,1283,2724926,1258,71
"2021-09-22 00:00:00",178,1313,714,767,1231,2834172,1124,83
"2021-09-23 00:00:00",203,1499,812,770,1122,2537908,1118,82
"2021-09-24 00:00:00",149,1696,750,670,973,2348275,968,90
"2021-09-25 00:00:00",110,771,502,627,696,2370899,705,50
"2021-09-26 00:00:00",135,789,490,572,779,2412092,695,35
"2021-09-27 00:00:00",179,1051,751,838,1176,2561060,1036,51
"2021-09-28 00:00:00",180,1092,787,860,1120,2662359,1055,49
"2021-09-29 00:00:00",189,1077,771,778,1234,2620499,1081,58
"2021-09-30 00:00:00",180,1093,732,753,1130,2435372,1018,60
"2021-10-01 00:00:00",226,935,667,659,1055,2260513,979,70
"2021-10-02 00:00:00",158,663,462,647,817,2217031,730,44
"2021-10-03 00:00:00",136,727,551,641,867,2173119,731,39
"2021-10-04 00:00:00",170,942,784,851,1193,2632921,928,58
"2021-10-05 00:00:00",207,1021,768,735,1170,2343423,1026,57
"2021-10-06 00:00:00",237,928,752,752,1188,2457284,994,49
"2021-10-07 00:00:00",231,903,703,830,1131,2289509,958,69
"2021-10-08 00:00:00",150,873,672,704,1007,2192423,825,63
"2021-10-09 00:00:00",98,661,517,615,734,2038723,658,33
"2021-10-10 00:00:00",136,696,484,573,785,2028993,695,31
"2021-10-11 00:00:00",190,831,659,671,1089,2521383,1001,51
"2021-10-12 00:00:00",201,898,751,732,1131,2508458,1067,53
"2021-10-13 00:00:00",143,925,712,854,1059,2465141,978,57
"2021-10-14 00:00:00",150,942,683,763,1192,2358043,922,67
"2021-10-15 00:00:00",180,850,620,718,1033,2158874,864,52
"2021-10-16 00:00:00",118,681,479,570,711,2165911,613,41
"2021-10-17 00:00:00",130,662,530,549,801,2100100,701,32
"2021-10-18 00:00:00",163,872,717,753,1152,2593177,1023,46
"2021-10-19 00:00:00",165,905,703,810,1212,2499232,1053,67
"2021-10-20 00:00:00",153,893,712,723,1167,2483099,931,44
"2021-10-21 00:00:00",190,941,668,718,1128,2373514,1025,54
"2021-10-22 00:00:00",157,985,667,708,942,2205461,831,53
"2021-10-23 00:00:00",112,642,497,561,738,1964614,567,27
"2021-10-24 00:00:00",133,716,502,567,812,1832623,692,36
"2021-10-25 00:00:00",172,1077,698,741,1142,2524820,924,40
"2021-10-26 00:00:00",226,1043,689,738,1213,2456958,999,43
"2021-10-27 00:00:00",217,968,720,770,1200,2494992,941,39
"2021-10-28 00:00:00",182,1069,722,719,1120,2368791,830,46
"2021-10-29 00:00:00",191,950,637,675,1048,2188821,844,36
"2021-10-30 00:00:00",154,708,554,482,782,2012221,732,18
"2021-10-31 00:00:00",131,692,522,505,769,2028681,671,37
"2021-11-01 00:00:00",195,840,689,591,1167,2509943,1063,49
"2021-11-02 00:00:00",206,1048,708,735,1158,2571060,937,49
"2021-11-03 00:00:00",230,978,668,731,1011,2373469,967,38
"2021-11-04 00:00:00",263,957,615,621,1172,2243268,931,33
"2021-11-05 00:00:00",182,992,614,579,963,2088597,953,33
"2021-11-06 00:00:00",158,728,393,581,672,1948017,648,26
"2021-11-07 00:00:00",160,783,460,585,714,2022462,703,41
"2021-11-08 00:00:00",246,1051,708,705,1113,2488621,987,47
"2021-11-09 00:00:00",213,993,620,828,1103,2392902,957,44
"2021-11-10 00:00:00",325,966,641,843,1115,2361757,1004,27
"2021-11-11 00:00:00",228,949,609,714,996,2224972,865,45
"2021-11-12 00:00:00",197,881,541,671,995,2096147,889,54
"2021-11-13 00:00:00",178,614,431,585,766,2041700,657,36
"2021-11-14 00:00:00",191,696,460,614,770,2019512,679,44
"2021-11-15 00:00:00",306,1031,644,747,1191,2503686,948,32
"2021-11-16 00:00:00",355,1007,635,736,1124,2417402,932,40
"2021-11-17 00:00:00",252,1031,688,792,1269,2356655,1058,42
"2021-11-18 00:00:00",223,1049,699,856,1316,2259179,944,44
"2021-11-19 00:00:00",219,1041,656,765,1196,2049627,817,22
"2021-11-20 00:00:00",172,680,435,624,820,2173947,642,23
"2021-11-21 00:00:00",150,662,539,718,886,2195533,775,41
"2021-11-22 00:00:00",236,895,737,875,1293,2528183,1109,34
"2021-11-23 00:00:00",246,925,769,862,1287,2310875,1018,37
"2021-11-24 00:00:00",203,929,616,880,1097,2197670,906,33
"2021-11-25 00:00:00",180,713,642,712,1086,2013336,888,40
"2021-11-26 00:00:00",225,710,651,630,1294,2066646,1085,32
"2021-11-27 00:00:00",167,743,599,575,1065,2110136,994,27
"2021-11-28 00:00:00",197,725,659,685,1611,2126595,1073,40
"2021-11-29 00:00:00",250,1082,1131,822,1681,2591967,1433,48
"2021-11-30 00:00:00",248,1018,1066,839,1811,2608326,1199,48
"2021-12-01 00:00:00",213,1132,921,737,1434,2345722,1332,34
"2021-12-02 00:00:00",211,1109,909,861,1551,2233647,1223,47
"2021-12-03 00:00:00",178,1064,799,701,1342,2089179,1084,35
"2021-12-04 00:00:00",167,726,782,563,988,1924127,790,33
"2021-12-05 00:00:00",185,881,946,570,1089,1965867,807,27
"2021-12-06 00:00:00",257,1061,1235,830,1391,2467361,1210,35
"2021-12-07 00:00:00",234,958,1061,791,1341,2559063,1064,44
"2021-12-08 00:00:00",221,1029,983,753,1321,2578704,1044,45
"2021-12-09 00:00:00",376,1001,927,857,1294,2452133,1089,45
"2021-12-10 00:00:00",216,975,815,745,1151,2229484,919,27
"2021-12-11 00:00:00",160,665,697,586,771,2209178,683,36
"2021-12-12 00:00:00",139,755,592,597,905,2203555,733,38
"2021-12-13 00:00:00",209,896,879,877,1256,2643536,1087,137
"2021-12-14 00:00:00",197,897,923,843,1361,2581911,1234,93
"2021-12-15 00:00:00",211,907,1040,766,1355,2510294,1097,29
"2021-12-16 00:00:00",172,940,1011,744,1596,2327544,1103,26
"2021-12-17 00:00:00",200,874,951,703,1467,1998854,1209,25
"2021-12-18 00:00:00",159,663,723,476,1024,1867471,845,24
"2021-12-19 00:00:00",157,650,805,569,1011,1882684,922,18
"2021-12-20 00:00:00",228,876,1031,693,1396,2223215,1086,40
"2021-12-21 00:00:00",211,955,1191,721,1445,2100241,1202,28
"2021-12-22 00:00:00",222,928,1121,673,1334,2064805,1136,31
"2021-12-23 00:00:00",205,587,1183,605,1294,1965838,1032,38
"2021-12-24 00:00:00",152,506,943,527,938,1685526,762,15
"2021-12-25 00:00:00",123,402,653,461,830,1699131,651,18
"2021-12-26 00:00:00",161,457,780,521,896,1762211,679,27
"2021-12-27 00:00:00",265,667,1019,626,1163,2121266,904,31
"2021-12-28 00:00:00",459,1194,1153,651,1296,2070827,986,39
"2021-12-29 00:00:00",377,1306,1174,691,1376,2026264,1031,33
"2021-12-30 00:00:00",347,1292,1146,583,1240,2001473,998,29
"2021-12-31 00:00:00",267,949,1023,555,1074,1853604,1008,17
"2022-01-01 00:00:00",195,703,724,607,1278,1936764,900,23
"2022-01-02 00:00:00",206,821,956,548,1354,1949253,993,21
"2022-01-03 00:00:00",275,1032,1243,745,1688,2329751,1237,38
"2022-01-04 00:00:00",290,1200,1503,915,1998,2319897,1398,29
"2022-01-05 00:00:00",362,1169,1362,886,2190,2329938,1446,38
"2022-01-06 00:00:00",786,1226,1301,869,2132,2212893,1326,27
"2022-01-07 00:00:00",562,1140,1140,830,1960,2183571,1414,40
"2022-01-08 00:00:00",269,934,920,738,1269,2040360,997,22
"2022-01-09 00:00:00",261,987,927,817,1445,2034781,1143,50
"2022-01-10 00:00:00",313,1207,1655,990,1884,2536641,1596,43
"2022-01-11 00:00:00",308,1362,1441,900,1900,2418488,1572,45
"2022-01-12 00:00:00",305,1292,1175,633,1825,2465581,1544,45
"2022-01-13 00:00:00",295,1239,1227,560,1794,2354495,1389,32
"2022-01-14 00:00:00",254,1078,937,540,1373,2265501,1113,36
"2022-01-15 00:00:00",517,853,650,442,1096,2095254,893,34
"2022-01-16 00:00:00",283,866,657,491,1007,2116059,970,27
"2022-01-17 00:00:00",270,1055,825,563,1286,2502393,1190,40
"2022-01-18 00:00:00",315,1204,920,540,1535,2482510,1335,55
"2022-01-19 00:00:00",297,1177,825,556,1509,2478014,1319,34
"2022-01-20 00:00:00",304,1052,830,564,1430,2354013,1308,40
"2022-01-21 00:00:00",244,974,717,518,1294,2292373,1169,25
"2022-01-22 00:00:00",168,776,624,441,1078,2065106,816,18
"2022-01-23 00:00:00",183,758,532,461,900,2019660,925,32
"2022-01-24 00:00:00",316,1038,749,561,1342,2499513,1388,35
"2022-01-25 00:00:00",244,1135,775,507,1282,2448007,1080,39
"2022-01-26 00:00:00",274,1711,729,547,1372,2501182,1069,38
"2022-01-27 00:00:00",259,1144,736,582,1332,2536004,1104,37
"2022-01-28 00:00:00",225,1003,702,468,1538,2399550,1058,45
"2022-01-29 00:00:00",173,730,464,465,1040,2182382,787,24
"2022-01-30 00:00:00",174,701,482,387,796,2138079,777,37
"2022-01-31 00:00:00",217,969,641,552,1201,2707126,938,36
"2022-02-01 00:00:00",243,917,637,548,1265,2539583,949,48
